E,376,0,30000
E,676,0,15000
E,588,0,10000
E,311,0,7500
E,748,0,6000
E,731,0,5000
E,181,0,4285
E,61,0,3750
E,788,0,3333
E,490,0,3000
E,21,0,2727
E,415,0,2500
E,735,0,2307
E,772,0,2142
E,137,0,2000
E,411,0,1875
E,569,0,1764
E,23,0,1666
E,794,0,1578
E,687,0,1500
E,632,0,1428
E,162,0,1363
E,13,0,1304
E,593,0,1250
E,429,0,1200
E,330,0,1153
E,242,0,1111
E,54,0,1071
E,189,0,1034
E,506,0,1000
E,181,0,967
E,646,0,937
E,441,0,909
E,792,0,882
E,628,0,857
E,13,0,833
E,105,0,810
E,647,0,789
E,774,0,769
E,125,0,750
E,745,0,731
E,741,0,714
E,554,0,697
E,486,0,681
E,109,0,666
E,31,0,652
E,80,0,638
E,717,0,625
E,165,0,612
E,423,0,600
E,248,0,588
E,577,0,576
E,489,0,566
E,518,0,555
E,237,0,545
E,716,0,535
E,46,0,526
E,24,0,517
E,454,0,508
E,164,0,500
E,531,0,491
E,363,0,483
E,678,0,476
E,568,0,468
E,399,0,461
E,603,0,454
E,562,0,447
E,478,0,441
E,491,0,434
E,47,0,428
E,13,0,422
E,332,0,416
E,146,0,410
E,223,0,405
E,426,0,400
E,156,0,394
E,578,0,389
E,416,0,384
E,191,0,379
E,25,0,375
E,2,0,370
E,512,0,365
E,612,0,361
E,792,0,357
E,783,0,352
E,580,0,348
E,745,0,344
E,584,0,340
E,408,0,337
E,299,0,333
E,425,0,329
E,677,0,326
E,261,0,322
E,406,0,319
E,237,0,315
E,554,0,312
E,376,0,309
E,697,0,306
E,186,0,303
E,577,0,300
E,303,0,297
E,562,0,294
E,40,0,291
E,561,0,288
E,84,0,285
E,100,0,283
E,445,0,280
E,767,0,277
E,348,0,275
E,687,0,272
E,611,0,270
E,28,0,267
E,113,0,265
E,204,0,263
E,765,0,260
E,308,0,258
E,339,0,256
E,107,0,254
E,268,0,252
E,163,0,250
E,707,0,247
E,583,0,245
E,360,0,243
E,579,0,241
E,139,0,240
E,79,0,238
E,42,0,236
E,119,0,234
E,260,0,232
E,416,0,230
E,117,0,229
E,32,0,227
E,462,0,225
E,224,0,223
E,494,0,222
E,165,0,220
E,656,0,218
E,557,0,217
E,26,0,215
E,501,0,214
E,578,0,212
E,18,0,211
E,390,0,209
E,155,0,208
E,422,0,206
E,68,0,205
E,734,0,204
E,492,0,202
E,767,0,201
E,291,0,200
E,168,0,198
E,565,0,197
E,181,0,196
E,565,0,194
E,288,0,193
E,280,0,192
E,619,0,191
E,116,0,189
E,308,0,188
E,792,0,187
E,148,0,186
E,87,0,185
E,83,0,184
E,567,0,182
E,606,0,181
E,788,0,180
E,375,0,179
E,462,0,178
E,323,0,177
E,5,0,176
E,763,0,175
E,726,0,174
E,642,0,173
E,528,0,172
E,213,0,171
E,270,0,170
