E,19,0,20000
E,80,0,10000
E,399,0,6666
E,232,0,5000
E,775,0,4000
E,528,0,3333
E,432,0,2857
E,661,0,2500
E,28,0,2222
E,442,0,2000
E,281,0,1818
E,605,0,1666
E,517,0,1538
E,688,0,1428
E,27,0,1333
E,487,0,1250
E,59,0,1176
E,610,0,1111
E,402,0,1052
E,467,0,1000
E,235,0,952
E,615,0,909
E,587,0,869
E,361,0,833
E,14,0,800
E,180,0,769
E,3,0,740
E,334,0,714
E,185,0,689
E,634,0,666
E,626,0,645
E,16,0,625
E,426,0,606
E,12,0,588
E,196,0,571
E,162,0,555
E,387,0,540
E,522,0,526
E,193,0,512
E,726,0,500
E,269,0,487
E,271,0,476
E,134,0,465
E,627,0,454
E,50,0,444
E,763,0,434
E,320,0,425
E,744,0,416
E,125,0,408
E,714,0,400
S,0,593,20000
S,0,555,10000
S,0,13,6666
S,0,539,5000
S,0,335,4000
S,0,513,3333
S,0,507,2857
S,0,19,2500
S,0,103,2222
S,0,559,2000
S,0,529,1818
S,0,449,1666
S,0,583,1538
S,0,534,1428
S,0,584,1333
S,0,549,1250
S,0,26,1176
S,0,363,1111
S,0,484,1052
S,0,337,1000
S,0,447,952
S,0,73,909
S,0,139,869
S,0,514,833
S,0,509,800
